date,Settle
2003-03-18,2.149399995803833
2003-03-19,2.1591999530792236
2003-03-20,2.1556999683380127
2003-03-21,2.1751999855041504
2003-03-24,2.162899971008301
2003-03-25,2.1561999320983887
2003-03-26,2.15910005569458
2003-03-27,2.1475000381469727
2003-03-28,2.1433000564575195
2003-03-31,2.123199939727783
2003-04-01,2.125200033187866
2003-04-02,2.1461000442504883
2003-04-03,2.1552000045776367
2003-04-04,2.1482999324798584
2003-04-07,2.1477999687194824
2003-04-08,2.142199993133545
2003-04-09,2.1473000049591064
2003-04-10,2.1656999588012695
2003-04-11,2.1745998859405518
2003-04-14,2.1730000972747803
2003-04-15,2.1723999977111816
2003-04-16,2.1545000076293945
2003-04-17,2.1565001010894775
2003-04-21,2.1579999923706055
2003-04-22,2.1505000591278076
2003-04-23,2.1695001125335693
2003-04-24,2.158900022506714
2003-04-25,2.1538000106811523
2003-04-28,2.1691999435424805
2003-04-29,2.1623001098632812
2003-04-30,2.157099962234497
2003-05-01,2.1568000316619873
2003-05-02,2.146699905395508
2003-05-05,2.149199962615967
2003-05-06,2.1322999000549316
2003-05-07,2.1029999256134033
2003-05-08,2.0934998989105225
2003-05-09,2.099100112915039
2003-05-12,2.1019999980926514
2003-05-13,2.1073999404907227
2003-05-14,2.1203999519348145
2003-05-15,2.13919997215271
2003-05-16,2.115799903869629
2003-05-19,2.112499952316284
2003-05-20,2.111999988555908
2003-05-21,2.1166000366210938
2003-05-22,2.1135001182556152
2003-05-23,2.1071999073028564
2003-05-27,2.1013998985290527
2003-05-28,2.1166000366210938
2003-05-29,2.122499942779541
2003-05-30,2.123699903488159
2003-06-02,2.126300096511841
2003-06-03,2.128700017929077
2003-06-04,2.1440000534057617
2003-06-05,2.1556999683380127
2003-06-06,2.191699981689453
2003-06-09,2.1572000980377197
2003-06-10,2.171799898147583
2003-06-11,2.180500030517578
2003-06-12,2.185800075531006
2003-06-13,2.1696999073028564
2003-06-16,2.193000078201294
2003-06-17,2.1826000213623047
2003-06-18,2.201900005340576
2003-06-19,2.191699981689453
2003-06-20,2.1926000118255615
2003-06-23,2.193000078201294
2003-06-24,2.19320011138916
2003-06-25,2.2044999599456787
2003-06-26,2.2251999378204346
2003-06-27,2.208400011062622
2003-06-30,2.2230000495910645
2003-07-01,2.217099905014038
2003-07-02,2.2225000858306885
2003-07-03,2.238100051879883
2003-07-04,2.240499973297119
2003-07-07,2.250699996948242
2003-07-08,2.2253000736236572
2003-07-09,2.210700035095215
2003-07-10,2.212899923324585
2003-07-11,2.2239999771118164
2003-07-14,2.207900047302246
2003-07-15,2.1884000301361084
2003-07-16,2.1833999156951904
2003-07-17,2.172100067138672
2003-07-18,2.1524999141693115
2003-07-21,2.1552000045776367
2003-07-22,2.1670000553131104
2003-07-23,2.1565001010894775
2003-07-24,2.165600061416626
2003-07-25,2.166800022125244
2003-07-28,2.1774001121520996
2003-07-29,2.18530011177063
2003-07-30,2.1963999271392822
2003-07-31,2.1958000659942627
2003-08-01,2.1865999698638916
2003-08-04,2.1607000827789307
2003-08-05,2.1656999588012695
2003-08-06,2.1673998832702637
