date,Settle
2006-03-14,1.1763999462127686
2006-03-15,1.1729999780654907
2006-03-16,1.1676000356674194
2006-03-17,1.1679999828338623
2006-03-20,1.173699975013733
2006-03-21,1.1771999597549438
2006-03-22,1.1756000518798828
2006-03-23,1.169800043106079
2006-03-24,1.1715999841690063
2006-03-27,1.1763999462127686
2006-03-28,1.1793999671936035
2006-03-29,1.1797000169754028
2006-03-30,1.1789000034332275
2006-03-31,1.187000036239624
2006-04-03,1.1928000450134277
2006-04-04,1.1901999711990356
2006-04-05,1.1842000484466553
2006-04-06,1.180799961090088
2006-04-07,1.188099980354309
2006-04-10,1.1933000087738037
2006-04-11,1.1886999607086182
2006-04-12,1.187000036239624
2006-04-13,1.184499979019165
2006-04-17,1.179900050163269
2006-04-18,1.1820000410079956
2006-04-19,1.1893999576568604
2006-04-20,1.1892999410629272
2006-04-21,1.1872999668121338
2006-04-24,1.1886999607086182
2006-04-25,1.1866999864578247
2006-04-26,1.194200038909912
2006-04-27,1.1938999891281128
2006-04-28,1.1923999786376953
2006-05-01,1.1921000480651855
2006-05-02,1.1996999979019165
2006-05-03,1.1996999979019165
2006-05-04,1.198799967765808
2006-05-05,1.1960999965667725
2006-05-08,1.194700002670288
2006-05-09,1.197100043296814
2006-05-10,1.2002999782562256
2006-05-11,1.207900047302246
2006-05-12,1.207900047302246
2006-05-15,1.2059999704360962
2006-05-16,1.1984000205993652
2006-05-17,1.2027000188827515
2006-05-18,1.1983000040054321
2006-05-19,1.1984000205993652
2006-05-22,1.1938999891281128
2006-05-23,1.187399983406067
2006-05-24,1.1901999711990356
2006-05-25,1.1899000406265259
2006-05-26,1.1878000497817993
2006-05-30,1.1835999488830566
2006-05-31,1.1881999969482422
2006-06-01,1.1878000497817993
2006-06-02,1.1857000589370728
2006-06-05,1.1827000379562378
2006-06-06,1.1848000288009644
2006-06-07,1.1792000532150269
2006-06-08,1.1792000532150269
2006-06-09,1.1818000078201294
2006-06-12,1.1863000392913818
2006-06-13,1.182800054550171
2006-06-14,1.1782000064849854
2006-06-15,1.1832000017166138
2006-06-16,1.1823999881744385
2006-06-19,1.1819000244140625
2006-06-20,11.668000221252441
2006-06-21,11.552000045776367
2006-06-22,11.583000183105469
2006-06-23,11.63599967956543
2006-06-26,11.611000061035156
2006-06-27,11.666999816894531
2006-06-28,11.670000076293945
2006-06-29,11.633000373840332
2006-06-30,11.548999786376953
2006-07-03,11.50100040435791
2006-07-04,11.505999565124512
2006-07-05,11.557000160217285
2006-07-06,11.494000434875488
2006-07-07,11.46399974822998
2006-07-10,11.468000411987305
2006-07-11,11.468000411987305
2006-07-12,11.52299976348877
2006-07-13,11.605999946594238
2006-07-14,11.633000373840332
2006-07-17,11.642000198364258
2006-07-18,11.652000427246094
2006-07-19,11.569999694824219
2006-07-20,11.616000175476074
2006-07-21,11.647000312805176
2006-07-24,11.619999885559082
2006-07-25,11.616999626159668
2006-07-26,11.645000457763672
2006-07-27,11.689000129699707
2006-07-28,1.1694999933242798
2006-07-31,1.170799970626831
2006-08-01,1.1684000492095947
2006-08-02,1.1657999753952026
2006-08-03,1.1687999963760376
2006-08-04,1.166100025177002
2006-08-07,1.163699984550476
2006-08-08,1.159600019454956
2006-08-09,1.154099941253662
2006-08-10,1.1543999910354614
2006-08-11,1.1521999835968018
2006-08-14,1.149399995803833
2006-08-15,1.1484999656677246
2006-08-16,1.138200044631958
2006-08-17,1.1375999450683594
2006-08-18,1.1402000188827515
2006-08-21,1.1439000368118286
2006-08-22,1.142899990081787
2006-08-23,1.1419999599456787
2006-08-24,1.1368999481201172
2006-08-25,1.1491999626159668
2006-08-28,1.1510000228881836
2006-08-29,1.144700050354004
2006-08-30,1.1389000415802002
2006-08-31,1.145900011062622
2006-09-01,1.1466000080108643
2006-09-05,1.1412999629974365
2006-09-06,1.1384999752044678
2006-09-07,1.1323000192642212
2006-09-08,1.1301000118255615
2006-09-11,1.1159000396728516
2006-09-12,1.1124000549316406
2006-09-13,1.1019999980926514
2006-09-14,1.1090999841690063
2006-09-15,1.111899971961975
2006-09-18,1.1080000400543213
2006-09-19,1.110200047492981
2006-09-20,1.1124000549316406
2006-09-21,1.1059999465942383
2006-09-22,1.1062999963760376
2006-09-25,1.1175999641418457
2006-09-26,1.1208000183105469
2006-09-27,1.126099944114685
2006-09-28,1.1253999471664429
2006-09-29,1.1211999654769897
2006-10-02,1.1158000230789185
2006-10-03,1.1101000308990479
2006-10-04,1.1119999885559082
2006-10-05,1.1032999753952026
2006-10-06,1.097599983215332
2006-10-09,1.1055999994277954
2006-10-10,1.104599952697754
2006-10-11,1.0956000089645386
2006-10-12,1.0958000421524048
2006-10-13,1.0979000329971313
2006-10-16,1.0925999879837036
2006-10-17,1.0923000574111938
2006-10-18,1.0893000364303589
2006-10-19,1.093400001525879
2006-10-20,1.0922000408172607
2006-10-23,1.0927000045776367
2006-10-24,1.0981999635696411
2006-10-25,1.1075999736785889
2006-10-26,1.11080002784729
2006-10-27,1.1054999828338623
2006-10-30,1.1022000312805176
2006-10-31,1.1039999723434448
2006-11-01,1.1126999855041504
2006-11-02,1.1124000549316406
2006-11-03,1.1100000143051147
2006-11-06,1.1090999841690063
2006-11-07,1.1059999465942383
2006-11-08,1.1087000370025635
2006-11-09,1.1026999950408936
2006-11-10,1.110700011253357
2006-11-13,1.107300043106079
2006-11-14,1.0994999408721924
2006-11-15,1.0994999408721924
2006-11-16,1.0958000421524048
2006-11-17,1.0979000329971313
2006-11-20,1.0985000133514404
2006-11-21,1.1035000085830688
2006-11-22,1.0999000072479248
2006-11-23,1.096500039100647
2006-11-24,1.0950000286102295
2006-11-27,1.0930999517440796
2006-11-28,1.095900058746338
2006-11-29,1.104699969291687
2006-11-30,1.1104999780654907
2006-12-01,1.1051000356674194
2006-12-04,1.1049000024795532
2006-12-05,1.111799955368042
2006-12-06,1.1176999807357788
2006-12-07,1.1157000064849854
2006-12-08,1.1139999628067017
2006-12-11,1.115399956703186
2006-12-12,1.1083999872207642
2006-12-13,1.1059999465942383
2006-12-14,1.1087000370025635
2006-12-15,1.1101000308990479
2006-12-18,1.1123000383377075
2006-12-19,1.1030999422073364
2006-12-20,1.101099967956543
2006-12-21,1.0960999727249146
2006-12-22,1.0964000225067139
2006-12-26,1.0994999408721924
2006-12-27,1.0953999757766724
2006-12-28,1.0942000150680542
2006-12-29,1.094099998474121
2007-01-02,1.0963000059127808
2007-01-03,1.0932999849319458
2007-01-04,1.0951000452041626
2007-01-05,1.095900058746338
2007-01-08,1.0999000072479248
2007-01-09,1.1029000282287598
2007-01-10,1.0950000286102295
2007-01-11,1.0923999547958374
2007-01-12,1.0877000093460083
2007-01-16,1.0867999792099
2007-01-17,1.0891000032424927
2007-01-18,1.0875999927520752
2007-01-19,1.0888999700546265
2007-01-22,1.0892000198364258
2007-01-23,1.0902999639511108
2007-01-24,1.1022000312805176
2007-01-25,1.1055999994277954
2007-01-26,1.1093000173568726
2007-01-29,1.1052000522613525
2007-01-30,1.1095000505447388
2007-01-31,1.1119999885559082
2007-02-01,1.1125999689102173
2007-02-02,1.1158000230789185
2007-02-05,1.1227999925613403
2007-02-06,1.1243000030517578
2007-02-07,1.1216000318527222
2007-02-08,1.120300054550171
2007-02-09,1.1193000078201294
2007-02-12,1.1261999607086182
2007-02-13,1.1282999515533447
2007-02-14,1.1283999681472778
2007-02-15,1.1484999656677246
2007-02-16,1.1485999822616577
2007-02-20,1.148800015449524
2007-02-21,1.152500033378601
2007-02-22,1.1538000106811523
2007-02-23,1.152899980545044
2007-02-26,1.1506999731063843
2007-02-27,1.1395000219345093
2007-02-28,1.1413999795913696
2007-03-01,1.1468000411987305
2007-03-02,1.142300009727478
2007-03-05,1.1375999450683594
2007-03-06,1.1338000297546387
2007-03-07,1.136299967765808
2007-03-08,1.1407999992370605
2007-03-09,1.1505000591278076
2007-03-12,1.1491999626159668
2007-03-13,1.1452000141143799
2007-03-14,1.1446000337600708
2007-03-15,1.1395000219345093
2007-03-16,1.1384999752044678
2007-03-19,1.139799952507019
2007-03-20,1.13100004196167
2007-03-21,1.1332000494003296
2007-03-22,1.1416000127792358
2007-03-23,1.1413999795913696
2007-03-26,1.1434999704360962
2007-03-27,1.142699956893921
2007-03-28,1.1506999731063843
2007-03-29,1.145799994468689
2007-03-30,1.146299958229065
2007-04-02,1.1469999551773071
2007-04-03,1.1431000232696533
2007-04-04,1.13510000705719
2007-04-05,1.1360000371932983
2007-04-09,1.1357500553131104
2007-04-10,1.1421500444412231
2007-04-11,1.1416000127792358
2007-04-12,1.1440500020980835
2007-04-13,1.1438499689102173
2007-04-16,1.139299988746643
