,identifier,time,returns,position,captured_returns,daily_vol,captured_returns_0_5_bps,captured_returns_1_0_bps,captured_returns_1_5_bps,captured_returns_2_0_bps,captured_returns_2_5_bps,captured_returns_3_0_bps
0,CT,2007-01-03,-0.0032768056285933,0.6816935,-0.0022337770791629346,0.0173363797308049,-0.0022337770791629346,-0.0022337770791629346,-0.0022337770791629346,-0.0022337770791629346,-0.0022337770791629346,-0.0022337770791629346
1,CT,2007-01-04,-0.0014169392047204,0.93885076,-0.0013302944498771933,0.0171121025836275,-0.0013376379058917074,-0.0013449813619062214,-0.0013523248179207355,-0.0013596682739352498,-0.0013670117299497638,-0.001374355185964278
2,CT,2007-01-05,0.0011336592447384,0.9952135,0.0011282329945196824,0.0168478709307854,0.0011262459135890186,0.0011242588326583548,0.001122271751727691,0.001120284670797027,0.001118297589866363,0.0011163105089356993
3,CT,2007-01-08,-0.0044969237332375,0.999401,-0.004494229955943399,0.0165694747820658,-0.004494818261588577,-0.004495406567233755,-0.004495994872878933,-0.0044965831785241115,-0.004497171484169289,-0.004497759789814468
4,CT,2007-01-09,-0.0018119783526821,0.99983937,-0.001811687286413389,0.0163864536715269,-0.0018120182053651876,-0.0018123491243169862,-0.0018126800432687845,-0.001813010962220583,-0.0018133418811723816,-0.0018136728001241801
5,CT,2007-01-10,0.0011944140072311,0.9999254,0.001194324874067585,0.0161361816038556,0.0011938752415946534,0.0011934256091217217,0.00119297597664879,0.0011925263441758583,0.0011920767117029269,0.0011916270792299952
6,CT,2007-01-11,0.0072717704883178,0.99993455,0.0072712945807538645,0.0158700871936778,0.0072708034185722265,0.007270312256390588,0.00726982109420895,0.007269329932027311,0.007268838769845673,0.007268347607664035
7,CT,2007-01-12,0.0024158356628364,0.9999293,0.0024156648847349486,0.0157309093443166,0.0024154016708905495,0.0024151384570461503,0.002414875243201751,0.002414612029357352,0.002414348815512953,0.002414085601668554
8,CT,2007-01-16,0.0015563830946168,0.99993587,0.0015562832766130377,0.0154768276206426,0.0015557900525970325,0.0015552968285810272,0.0015548036045650222,0.001554310380549017,0.0015538171565330117,0.0015533239325170064
9,CT,2007-01-17,-0.0059754204460192,0.99994004,-0.005975062146229253,0.0152217399164724,-0.005975573811987635,-0.005976085477746015,-0.005976597143504397,-0.0059771088092627775,-0.005977620475021159,-0.00597813214077954
10,CT,2007-01-18,0.0002293885639296,0.99994415,0.00022937575268103515,0.0151085808841161,0.00022914316864789945,0.00022891058461476375,0.00022867800058162804,0.00022844541654849234,0.00022821283251535664,0.00022798024848222093
11,CT,2007-01-19,-0.005362123562381,0.99993706,-0.005361786056892493,0.0148599172052067,-0.00536230907926398,-0.005362832101635467,-0.005363355124006955,-0.005363878146378442,-0.005364401168749929,-0.0053649241911214165
12,CT,2007-01-22,0.0086639252528194,0.9999404,0.008663408842632345,0.0147191217290214,0.008663104628860762,0.008662800415089178,0.008662496201317595,0.00866219198754601,0.008661887773774427,0.008661583560002843
13,CT,2007-01-23,-0.0041184012747712,0.9999274,-0.00411810228519196,0.0146483750599594,-0.004118256879049613,-0.004118411472907267,-0.00411856606676492,-0.004118720660622573,-0.004118875254480227,-0.004119029848337881
14,CT,2007-01-24,-0.0011985233325971,0.999939,-0.0011984502519757831,0.0144742826963547,-0.0011988385339600862,-0.0011992268159443894,-0.0011996150979286925,-0.0012000033799129956,-0.0012003916618972988,-0.001200779943881602
15,CT,2007-01-25,-0.0030500177455587,0.9999316,-0.0030498090446412236,0.0142452247867626,-0.003050333621256018,-0.0030508581978708127,-0.003051382774485607,-0.0030519073511004018,-0.003052431927715196,-0.0030529565043299904
16,CT,2007-01-26,-0.00683632452579,0.9999292,-0.006835840443476424,0.0140466456100197,-0.006836309201557537,-0.006836777959638649,-0.006837246717719762,-0.0068377154758008755,-0.006838184233881988,-0.006838652991963101
17,CT,2007-01-29,-0.0027805475643422,0.99992305,-0.002780333602329339,0.013956101096365,-0.002780551594280986,-0.002780769586232633,-0.0027809875781842804,-0.0027812055701359273,-0.0027814235620875743,-0.0027816415540392212
18,CT,2007-01-30,0.0083724314390485,0.9999054,0.008371639469230995,0.0137505273315276,0.00837113400197063,0.008370628534710269,0.008370123067449905,0.008369617600189541,0.00836911213292918,0.008368606665668816
19,CT,2007-01-31,-0.0054967261124113,0.99987835,-0.005496057418749883,0.0136886902056215,-0.005496211681383887,-0.00549636594401789,-0.005496520206651893,-0.005496674469285897,-0.0054968287319199,-0.005496982994553904
20,CT,2007-02-01,0.0041646520420567,0.99987984,0.004164151605123851,0.0135531481950643,0.004163806425335555,0.004163461245547258,0.004163116065758962,0.004162770885970665,0.0041624257061823695,0.004162080526394073
21,CT,2007-02-02,0.0097078579369412,0.9998744,0.009706638756317124,0.01336571211117,0.009706150147607288,0.009705661538897454,0.009705172930187618,0.009704684321477784,0.009704195712767948,0.009703707104058112
22,CT,2007-02-05,-0.0124351678364494,0.9998803,-0.012433679519376078,0.0133530560805827,-0.012433713225704864,-0.01243374693203365,-0.012433780638362436,-0.012433814344691221,-0.012433848051020007,-0.012433881757348794
23,CT,2007-02-06,-0.0087037327198015,0.99989414,-0.008702811361376458,0.0135527515866286,-0.008703332157724893,-0.008703852954073329,-0.008704373750421764,-0.0087048945467702,-0.008705415343118635,-0.00870593613946707
24,CT,2007-02-07,-0.007774380948286,0.99988127,-0.007773457876970176,0.0135301130575965,-0.0077735157517419655,-0.007773573626513754,-0.007773631501285543,-0.007773689376057331,-0.007773747250829121,-0.007773805125600909
25,CT,2007-02-08,0.0046891805801952,0.9998609,0.004688528234330774,0.013456930934563,0.0046883390746582975,0.004688149914985821,0.004687960755313344,0.004687771595640866,0.004687582435968389,0.004687393276295912
26,CT,2007-02-09,-0.0070053253915934,0.99982095,-0.007004071071599168,0.0132940847435967,-0.007004499657589885,-0.007004928243580603,-0.00700535682957132,-0.0070057854155620375,-0.0070062140015527555,-0.007006642587543473
27,CT,2007-02-12,0.0047991606096107,0.99977213,0.00479806703180789,0.0131913326755638,0.00479779200741696,0.0047975169830260294,0.004797241958635099,0.004796966934244169,0.004796691909853238,0.004796416885462307
28,CT,2007-02-13,-0.0114398805240976,0.9996612,-0.011436004774932841,0.0130360308111615,-0.011436427341027317,-0.011436849907121792,-0.011437272473216267,-0.011437695039310742,-0.011438117605405218,-0.011438540171499693
29,CT,2007-02-14,0.0262919254587049,0.9995236,0.026279399461531627,0.013123113447116,0.026279154088670924,0.026278908715810224,0.02627866334294952,0.026278417970088817,0.026278172597228117,0.026277927224367413
30,CT,2007-02-15,0.0042415534685571,0.9994658,0.004239287728985933,0.014533240316232,0.004235794345854172,0.004232300962722412,0.004228807579590651,0.00422531419645889,0.004221820813327129,0.004218327430195369
31,CT,2007-02-16,0.0074468893952789,0.9994738,0.007442970918007013,0.0143335113562713,0.007442517909701844,0.007442064901396675,0.007441611893091506,0.007441158884786337,0.007440705876481168,0.007440252868175999
32,CT,2007-02-20,0.0006082257305351,0.9995484,0.0006079510409584584,0.0142238576091149,0.0006076945908557276,0.0006074381407529969,0.0006071816906502661,0.0006069252405475354,0.0006066687904448045,0.0006064123403420738
